Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  12
2     0   0   0   0   0   0   0   0  15
3     0   0   0   0   0   0   0   0  32
4     0   0   0   0   0   0   0   0  78
5     0   0   0   0   0   0   0   0 180
6     0 180   0   0   0 180   0   0 180
7     0 180   0   0   0 180   0   0 180
8     0 180   0   0   0 180   0   0 180
9     0 173   0   0   0  62   0   0 180
10    0 180   0   0   0  30   0   0 180
11    0 180   0   0   0 180   0   0 180
12  180 180   0 180   0 180   0   0 180
13  180 180   0 180   0 136   0   0 180
14  180 180   0 180   0 180   0   0 180
15  180 180   0 180   0 180   0   0   0
16  180 180   0 180 180 180   0   0   0
17  180 180   0 180 180 180   0   0   0
18  180 180   0 180 180 110   0   0   0
19  180   0   0 180 180 123   0   0   0
20  180   0   0 180 180 180   0   0   0
21  180   0   0 180 180 180   0   0   0
22  180   0 180 180 180 180   0   0   0
23  180   0 180 180 180   0   0   0   0
24  180   0 123 180 180   0   0   0   0
25  180   0 110 180 180   0   0   0   0
26  180   0  69 180 180   0   0   0   0
27  180   0 107 180 158   0   0   0   0
28  180   0 158 180 180   0   0   0   0
29  180   0  83 180 180   0   0   0   0
