Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  14
2     0   0   0   0   0   0   0   0  32
3     0   0   0   0   0   0   0   0  67
4     0   0   0   0   0   0   0   0 180
5     0   0   0   0   0   0   0   0 180
6     0   0   0 180   0 180   0   0 180
7     0   0   0 180   0 180   0   0 180
8     0   0   0 180   0 180   0   0 180
9     0   0   0 180   0 180   0   0 180
10    0   0   0 180   0 180   0   0 180
11    0   0   0 157   0 157   0   0 157
12  180   0   0 180   0 180   0   0   0
13  180   0   0 180   0 180   0   0   0
14  180   0   0 180   0  26   0   0   0
15  180   0   0 180   0  52   0   0   0
16  180   0   0 103   0  32   0   0   0
17  180   0   0  47   0  47   0   0   0
18  180   0   0 144   0   0   0   0   0
19  180   0   0 180   0   0   0   0   0
20  180   0   0 180   0   0   0   0   0
21  180   0   0 180   0   0   0   0   0
22  180   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0   0   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
